State,ABO_0,ABO_1,ABO_2,ABO_3,ABO_4,ABO_5,ABO_6,ABO_NR,AB_0,AB_1,AB_2,AB_3,AB_4,AB_5,AB_6,AB_NR,A_0,A_1,A_2,A_3,A_4,A_5,A_6,A_NR,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_NR,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_NR,U_0,U_1,U_2,U_3,U_6,U_NR
Georgia,7.73,2.173913043,4.951388889,7.773109244,12.26470588,17.39285714,1,26.6,17.5,1,9.666666667,49,39,11,0,0,6.044776119,1.1,4.325,4.733333333,10.32,17.75,0.5,24.5,14.2195122,14,7.047619048,18,25.33333333,30.66666667,0,0,7.184331797,2.3,4.5375,7.666666667,10.69444444,15.125,1,20.27272727,0,0,0,0,0,0
Hawaii,10.52307692,5.5,8.708333333,7.133333333,23.66666667,66,3,80,9.75,0,3.333333333,8,0,0,0,0,7.892857143,4,7.222222222,4.923076923,11.75,0,0,32,32.8,0,18,54,29,0,0,0,9.285714286,1,8.888888889,5.866666667,56,28,1,0,0,0,0,0,0,0
Idaho,2.84375,0.222222222,3.923076923,2.4,4.6,5.8,0,2.5,1,0,1,0,0,0,0,0,2.227272727,3,2.5,1.181818182,5,11,0,0,1.833333333,0,1.5,0,2,1,0,0,3.529411765,0.285714286,6.166666667,3.214285714,5.5,7.5,0,3,0,0,0,0,0,0
Illinois,6.850249584,4.55,4.807291667,6.073170732,8.862385321,14.94545455,29,23.15789474,7.823529412,1.333333333,6.75,8.25,28,10.5,0,5,6.128205128,3.25,3.772727273,5.46875,8.666666667,13.33333333,11,27.8,12.66666667,8,6.4,15.53846154,19.5,33.5,0,39.5,6.28358209,6.428571429,5.020618557,5.322580645,7.402985075,14,0,19.72727273,0,0,0,0,0,0
Indiana,4.465384615,0.066666667,1.123287671,2,3.655172414,5.1,3,18.69387755,6.571428571,1,4,1.666666667,0,0,0,0,4.520833333,0.428571429,1.206896552,1.428571429,5.666666667,4.888888889,0,24.07142857,7.55,2,2,3.5,2.5,6.5,0,32.5,3.868613139,0.833333333,0.714285714,2.289473684,2.941176471,4.555555556,3,13.51612903,0,0,0,0,0,0
Iowa,2.643939394,0.555555556,2.128205128,3.311111111,5.411764706,7.1,0,0.545454545,11,0,3,0,0,0,0,0,2.7,1,1.933333333,4.285714286,3.5,7.5,0,0.833333333,8.666666667,0,3.5,7.333333333,0,14,0,0,2.013333333,1.166666667,2.095238095,2.214285714,5,5.2,1,0.6,0,0,0,0,0,0
Kansas,2.547619048,0.076923077,0.382352941,0,0.238095238,0.133333333,0,93.5,0.285714286,0,0,0.5,1,0,0,0,1.914893617,0,1.090909091,0.181818182,0.3,1,0.5,119,4.4,0,0.5,0,2.5,0,0,0,2.983870968,0.166666667,0.1,0.235294118,0.5,0.5,0,66.33333333,0,0,0,0,0,0
Kentucky,2.247126437,1.333333333,1.350877193,2.301886792,2.909090909,1.210526316,0,43,4.5,0,8,0.5,0,1,0,0,3.127659574,2.5,2.294117647,2.333333333,5.714285714,1.5,0,56.5,3.642857143,0,0.833333333,5.25,6,5,0,0,1.605504587,0.5,0.757575758,2.03125,1.875,0.5,0,28,0,0,0,0,0,0
Louisiana,6.840425532,2.923076923,4.68852459,6.661290323,9.189189189,23.9,3,9.5,9.2,0,5,8,0,4,0,0,4.616438356,3.5,2.916666667,3.956521739,6.285714286,14.6,1,7.5,11.52380952,2,16.25,8.2,12.75,0,0,0,7.426966292,3,4.548387097,8.296296296,9.684210526,30,0,5.5,0,0,0,0,0,0
Maine,2.25,0,2.15,1.952380952,1.818181818,5,0,4,1,0,0,0,3,0,0,0,2.65,0,1.272727273,1.875,0,1,0,0,2.6,0,1.5,2.5,1,0,0,0,2,0,3.571428571,1.818181818,1,8,0,1.666666667,0,0,0,0,0,0
Maryland,6.204819277,4.6,6.032258065,7.568181818,9.754098361,14.44444444,0,3.86,7.666666667,0,22,6.25,8,0,0,1,5.227272727,2.166666667,5.75,6.071428571,6.909090909,11.25,0.5,5.5,8,7,7.545454545,11.41666667,12.375,13.66666667,0,4.285714286,6.285714286,8.333333333,5.551020408,7.590909091,11.42857143,16.23076923,0,3.266666667,0,0,0,0,0,0
Massachusetts,7.219512195,2.166666667,4.267605634,3.92,8.25,13.5,5,54.33333333,6.142857143,2,8,2.25,11,0,0,0,6.226190476,0.166666667,3.76,3.517241379,6.066666667,15,4,61,11.13043478,2,7.2,6.111111111,11.5,16,0,58,7.227272727,6.333333333,4.125,3.896551724,9.3125,12.125,0,48.28571429,0,0,0,0,0,0
Michigan,5.044,1.192307692,2.74375,3.625,6.192771084,9.020408163,0.4,60.75,6.5,1,5,3.166666667,25,0,0,0,5.141891892,2.8,2.581395349,3.775510204,6.307692308,7.944444444,0,44.8,6.308823529,0.25,3.826086957,5.3,6,10,0,0,4.610294118,0.9375,2.444444444,3.176470588,5.75,9.25,0.5,52.28571429,0,0,0,0,0,0
Minnesota,7.087136929,10.83333333,6.743243243,6.135135135,8.710526316,19.05882353,9,2,8.142857143,0,8.5,6,0,11,0,1,8.01369863,20,5.703703704,8.823529412,11.36363636,17.42857143,0,2.6,14.57894737,12,9.333333333,20.25,29,47,0,2,5.556338028,7.5,6.777777778,4.137254902,5.48,18,7,1.764705882,0,0,0,0,0,0
Mississippi,6.457943925,2.5,2.722222222,2.921052632,6.368421053,9.666666667,0,579,11,0,6,3,0,0,0,0,3.837837838,1.5,2.333333333,1.571428571,3.777777778,1.333333333,0,0,10.92307692,1,3.8,6.666666667,16,7.333333333,0,0,6.925925926,4,2.476190476,3.315789474,7.111111111,20,0,304,0,0,0,0,0,0
Missouri,3.836734694,0.083333333,1.550561798,3.081081081,3.025,5.086956522,0.5,90,2.833333333,0,0,6.5,0,1.5,0,0,3.1,0,1.324324324,2.068965517,3.3,3.111111111,0,0,7.375,2,3.1,7.666666667,10.33333333,8,0,68,3.736,0.6,1.45,2.945945946,2,7,0.5,57.25,0,0,0,0,0,0
Montana,3.659090909,0.333333333,4.363636364,2.428571429,7.666666667,11.5,0,2,0,0,0,0,0,0,0,0,4.176470588,0,4.75,3,5.5,10,0,0,2.666666667,1,0,1.2,0,0,0,0,3.380952381,0,2.714285714,2.555555556,10.5,11,0,0,0,0,0,0,0,0
Nebraska,1.782608696,2,0.787878788,2.148148148,1.75,7.5,1,0.666666667,0,0,0.5,0,0,0,0,0,2.28125,1,1.166666667,3,2.666666667,8.5,0,1,0.583333333,0,1,1.75,1.5,1.5,0,0,1.909090909,3.5,1,1.846153846,1.285714286,9.75,0,2,0,0,0,0,0,0
Nevada,2.292307692,0.75,1.972972973,3.097560976,4.1,2.125,0,2.125,1.4,1,5,4,0,0.5,0,0,2.177777778,1.666666667,1.466666667,2.375,10,0.8,0,1.5,4.428571429,2,2.333333333,8.5,5.5,4,0,0,1.984848485,0,2.133333333,2.55,2.214285714,3.375,0,1.5,0,0,0,0,0,0
New Hampshire,3.109375,4,2.411764706,1.857142857,3.083333333,14,0,5,4,0,0,2,4,0,0,0,3.45,0,4,1.666666667,1.25,15,0,10.5,5.4,0,3.5,0,7,3,0,5,2.567567568,4,1.727272727,1.454545455,3.5,0,0,3.25,0,0,0,0,0,0
New Jersey,6.926509186,3.384615385,4.416666667,5.223021583,9.2,20.125,0,51.61904762,8.111111111,0,4,9.5,12,0,0,0,5.706766917,1,3.489361702,5.45,6.36,16.83333333,0,34.11111111,9.759259259,2.666666667,7.875,4.807692308,25.4,33.5,0,102,6.918918919,7.25,4.265625,5.126760563,8.642857143,17.75,0,54.6,0,0,0,0,0,0
New Mexico,6.08,1.333333333,6.285714286,4.9375,21.375,4.333333333,1,2,5,0,0,0,4,0,0,0,4.52,2.5,5.25,3.181818182,49,1,0,0,6.25,2,5,0,11.5,0,0,0.5,7.075,0,7,4.571428571,23.75,23,1,4,0,0,0,0,0,0
New York,10.11705202,7.24,9.480176211,10.19911504,11.16153846,23.25,19,13.45714286,14.13333333,0,10.66666667,13.4,17,38,0,0,9.534313725,6.444444444,8.013888889,10.15151515,12.03125,25.41666667,8,11.41666667,16.58024691,10.66666667,14.13793103,15.51851852,22.30769231,30.42857143,0,53,8.931122449,6.230769231,9.175,8.9765625,8.841463415,20,0,10,0,0,0,0,0,0
North Carolina,6.533333333,1.782608696,4.509090909,6.608333333,12.10344828,11.72972973,0.666666667,9.666666667,17.2,0,9.5,10,0,0,0,0,5.515384615,0.5,5.129032258,6.325,8.791666667,6.047619048,1,23,12.12121212,9,8.272727273,11.09090909,21.16666667,21.33333333,0,19,5.984375,2.3,3.439393939,5.878787879,12.28571429,17.46153846,1,5.571428571,0,0,0,0,0,0
North Dakota,3.088235294,0.5,0.909090909,0.923076923,11.33333333,4.5,0,16.33333333,1.5,0,1,0,0,0,0,0,2.214285714,0,1.25,0,3.333333333,0,0,9.5,6,0,1,2,0,0,0,0,3.6875,1,1,2,0,3.5,0,20,0,0,0,0,0,0
Ohio,4.153992395,2.04,3.536423841,4.005524862,5.532110092,9.974358974,0.666666667,3.388888889,10.85714286,0,10.5,7.333333333,20,0,0,0,4.080924855,2.5,4.152173913,3.754098361,5.294117647,7.235294118,2,2.5,6.70212766,2.666666667,3.6875,9.166666667,8.833333333,16,0,14,3.638795987,1.571428571,3.022988506,3.466666667,4.790322581,10.78947368,1,2.636363636,0,0,0,0,0,0
Oklahoma,3.379746835,0.875,2.5,2.438596491,6.166666667,4.857142857,0,20.2,0.5,0,1,2,1,0,0,0,3.755555556,1.5,2.642857143,2.578947368,8.4,3,0,35,4.625,1,3.857142857,4.666666667,8,6,0,0,3.107526882,0.5,2.225806452,2.294117647,5.454545455,5.111111111,0,12.75,0,0,0,0,0,0
Oregon,3.752293578,1,3.315789474,4.457142857,4,12.33333333,0,1,0,0,0,0,0,0,0,0,2.244897959,1.333333333,1.428571429,2.466666667,4,6.5,0,1,8.111111111,0,10,7.666666667,4.666666667,0,0,0,4.392156863,0.5,4.857142857,5.411764706,3.916666667,17,0,1,0,0,0,0,0,0
Pennsylvania,5.385041551,2.181818182,3.362204724,5.04954955,8.385321101,13.7,1.142857143,13.17021277,9.75,0,5.6,22,11,11.5,0,0,4.600790514,5,2.819148936,4.341463415,7.939393939,10.0952381,0.25,13.5,7.88372093,1.666666667,4.297297297,7.947368421,19.44444444,21,1,14.875,5.199460916,1.421052632,3.406779661,4.933333333,6.9375,15.42857143,2.5,11.81481481,0,0,0,0,0,0
Puerto Rico,4.258064516,1.5,2.897435897,6.689655172,6.571428571,4.285714286,0,0,2.666666667,0,0,2,5,1,0,0,4.464285714,0.5,2,7.857142857,11,5.5,0,0,6.714285714,0,9.5,5.2,0,0,0,0,3.927272727,2,2.75,6.9375,4.444444444,3.25,0,0,0,0,0,0,0,0
Rhode Island,7.642857143,0,7.888888889,5.909090909,8.8,41,0,4,1,0,0,1,0,0,0,0,6.666666667,0,9,3.166666667,7.333333333,0,0,0,30,0,10,0,0,0,0,0,7.846153846,0,6.4,8.75,10,0,0,3,0,0,0,0,0,0
South Carolina,5.937106918,2.833333333,5.285714286,5.435483871,12.56521739,20.11111111,1,7,1.666666667,0,2.333333333,2,0,8,0,0,4.545454545,2.8,3.888888889,4.789473684,6.25,11,0,9,11.35294118,5,5.125,14.16666667,32.5,0,0,0,6.061728395,2.666666667,7.05,4.485714286,13.38461538,23.75,0,2.5,0,0,0,0,0,0
South Dakota,9,1.666666667,5.125,4.545454545,37.5,0,0,2.5,4,1,0,0,0,0,0,0,10.4,3,3.25,3.4,0,0,0,0,15,0,2,0,0,0,0,0,7.928571429,1,9,5,12.5,0,0,1.5,0,0,0,0,0,0
Tennessee,4.13622291,0.764705882,2.673469388,3.508928571,6.404255319,5.96875,1,23.35714286,5.714285714,0,11,3.333333333,6.5,0,0,0,4.8125,1.666666667,4,3.575757576,6.888888889,5.6,1,25.25,9.291666667,3,3.5,8.875,18,14.5,0,0,3.117346939,0.1,1.904761905,2.852941176,4.583333333,5.15,3,16.5,0,0,0,0,0,0
Texas,6.615009747,2.368421053,5.227272727,6.260623229,10.37572254,14.86206897,0.375,12.825,6.769230769,0.333333333,8.25,12,17,10,0,8,5.648902821,1.888888889,4.79787234,4.827272727,9.914893617,12.03030303,0.333333333,8.785714286,10.44318182,16,7,11.37037037,21.85714286,12.8,1,21.66666667,6.564356436,2,5.099447514,6.299065421,9.063063063,17.80952381,2.5,14.40909091,0,0,0,0,0,0
Utah,2.404411765,0,1.796296296,1.928571429,4.5,5.777777778,0,2,2.333333333,0,0.333333333,0,0,0,0,0,2.145454545,1.5,1.272727273,3,2.636363636,3.714285714,0,0,2.6,0,3.5,0.333333333,4.333333333,0,0,0,2.588235294,1,2.259259259,1.62962963,6.5,8.5,0,0,0,0,0,0,0,0
Vermont,3.391304348,0,2.142857143,4.111111111,2.833333333,0,0,5,0,0,0,0,0,0,0,0,4,0,0.333333333,5.333333333,6,0,0,0,2.333333333,0,3,2,0,0,0,1,3.307692308,0,3.666666667,4,1.8,0,0,0,0,0,0,0,0,0
Virginia,6.35989011,4,4.21875,4.885964912,6.15,9.451612903,4,28.03333333,6.3,1,8,4,15,0,0,15,5.136752137,13,3.428571429,4.558823529,5.416666667,5.538461538,0,21.88888889,9.844444444,1.75,6,7.4,9,41,0,42.75,6.291666667,6.25,4.306122449,4.5,5.5,10.29411765,0,28.625,0,0,0,0,0,0
Washington,5.669491525,1.307692308,4.904761905,5.164383562,10.24242424,19.54545455,1,0,13.5,2,0,12,0,5.5,0,0,5.41025641,0.5,3.90625,4.791666667,10.1,28.66666667,0,0.666666667,5.75862069,0,6.090909091,8.333333333,7.4,8.5,0,0.75,5.56,2.333333333,5.048780488,4.761904762,10.22222222,25.25,0,0.071428571,0,0,0,0,0,0
West Virginia,4.393939394,6,3.772727273,6.1875,6.384615385,4.181818182,2,10,0,0,0,0,0,0,0,0,5.333333333,0,4.428571429,8,40,2.571428571,0,0,5,2,2.666666667,0,5,2,0,0,3.536585366,0,3.416666667,4.076923077,3,8.666666667,0,7,0,0,0,0,0,0
Wisconsin,3.861702128,3.375,3.492753623,3.415841584,5.75,11.4,1.333333333,0.25,3,3,3,1.333333333,2,10,0,0,3.336842105,1.25,2.909090909,3.1875,3.818181818,10.1,1,0.25,6.727272727,0,14,3.636363636,12.5,34,0,1,3.868421053,5.333333333,3.146341463,3.75,6.413793103,10.83333333,2,0.230769231,0,0,0,0,0,0
Wyoming,5.6875,0,16,3.5,6,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,5,0,0,1,0,0,0,0,0,0,0,0,5.222222222,0,7,3,6,0,0,0,0,0,0,0,0,0
