State,ABO_0,ABO_1,ABO_2,ABO_3,ABO_4,ABO_5,ABO_6,ABO_NR,AB_0,AB_1,AB_2,AB_3,AB_4,AB_5,AB_6,AB_NR,A_0,A_1,A_2,A_3,A_4,A_5,A_6,A_NR,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_NR,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_NR,U_0,U_1,U_2,U_3,U_6,U_NR
Michigan,5.566600398,1.823529412,5,7.87804878,9.03125,9.976190476,1.5,3.781553398,5.666666667,0,4.75,8,8.5,3,0,0,5.034883721,2.666666667,3.289473684,5.135135135,7.47826087,11.91666667,2,4.482758621,9.604166667,1.333333333,18.2,7.384615385,11.55555556,16.75,0,8.538461538,5.184501845,1.727272727,5,11.46666667,9.5,8.695652174,4,2.940740741,0,0,0,0,0,0
Minnesota,5.400673401,7.777777778,11.58333333,12.81081081,15.72727273,13.66666667,2,0.158823529,7.5,0,0,14,12,9,0,0.5,4.790909091,4.6,12.54545455,10.42857143,10.45454545,8.909090909,1,0.192982456,11.80952381,16,10.85714286,12.33333333,23.5,0,0,1.2,4.9,10,10.83333333,15,21.5,16,0,0.08490566,0,0,0,0,0,0
Mississippi,7.533333333,2.285714286,4.7,6.516129032,16.66666667,20.85714286,0,11.93939394,7.666666667,0,5,4,5,0,0,0,5.772727273,1.75,5.714285714,4.285714286,18.33333333,10.25,0,8.916666667,18.55555556,0,9.666666667,14.5,14.66666667,0,0,70,7.1875,2.666666667,3.526315789,7.785714286,19.2,23.33333333,0,10.45,0,0,0,0,0,0
Missouri,3.680921053,0.533333333,3.09375,5.4,5.558139535,4.228571429,1,3.404255319,2.5,0,1.25,1,0,0,0,9,3.368932039,0.5,3.85,4.3,3.666666667,3.2,0,3.576923077,5.066666667,0,5.166666667,8.25,6.5,4,0,5,3.680981595,0.666666667,2.5,6.208333333,7.444444444,4.941176471,0.666666667,2.982758621,0,0,0,0,0,0
Montana,3.333333333,0,2.714285714,7.142857143,12,15,0,0.4,0,0,0,0,0,0,0,0,2.928571429,1,2.75,7,13,0,0,0.166666667,4.333333333,0,1.666666667,0,0,0,0,0,3.2,0,3,6.2,8,8,0,0.555555556,0,0,0,0,0,0
Nebraska,2.5,0.5,2.769230769,3.8,7.555555556,6.25,1,0.033333333,0,0,0,0,0,0,0,0,2.387096774,0,1.833333333,2.625,9.333333333,2.428571429,0,0,6.6,0,8,0,10,0,0,0,2,1.5,2.666666667,3.714285714,5.8,23,1,0.041666667,0,0,0,0,0,0
Nevada,2.756944444,1.333333333,2.918918919,4.03030303,6.294117647,1.80952381,0,0.62962963,4,0,0,3,0,0,0,0,2.38,0.5,1.888888889,3.777777778,4.571428571,2.428571429,0,0.8,5.153846154,0,5.75,5,0,1.5,0,0,2.569620253,2.5,3.642857143,3.882352941,5.8,1.416666667,0,0.454545455,0,0,0,0,0,0
New Hampshire,3.545454545,0,5.5,6.125,3.666666667,6.4,0,1.272727273,0,0,0,0,0,0,0,0,3.416666667,0,4.75,4.25,3.666666667,7,0,1.625,2.714285714,0,8,2.5,4,2,0,0.5,3.75,0,5.666666667,13.5,3.4,7,0,1.083333333,0,0,0,0,0,0
New Jersey,5.590062112,7.666666667,7.523255814,9.370786517,12.75,13.44444444,2,2.531531532,8.818181818,0,28,21,13.5,16,0,3.333333333,4.897959184,9.5,5.35483871,7.896551724,7.583333333,13.71428571,0,2.62962963,8.032786885,0,9.071428571,11,103,11.33333333,0,3.833333333,5.276515152,3.75,8.15,9.522727273,14.04,14.07692308,0,2.231884058,0,0,0,0,0,0
New Mexico,5.252427184,3.666666667,6.75,7.074074074,16.2,18.33333333,1,0.230769231,1.285714286,0,0.666666667,0.75,0,0,0,0,5.692307692,3,5.875,5,23,11,0,0.4,5.7,0,4.75,13,10,0,0,0,5.45,3.5,13.4,9.75,15,18.5,1,0.225806452,0,0,0,0,0,0
New York,9.510416667,10.11111111,17.03389831,20.06086957,25.77777778,20.07017544,6.5,1.027989822,8.625,0,9.833333333,13.4,16.66666667,9,0,1.857142857,8.825112108,10,11.76190476,15.775,25.5,18.47058824,5,1.191919192,14.19565217,8.75,22.5,23.5,21,24.375,0,2.575757576,8.911421911,10,20.31481481,22.80769231,29.03448276,20.96551724,4,0.74015748,0,0,0,0,0,0
North Carolina,5.777777778,4.181818182,5.083333333,9.064102564,17,10.07142857,1.333333333,0.736,3,0,2.666666667,5.666666667,3,3.666666667,0,0.75,4.651515152,4.75,4.6,4.756097561,13.66666667,11,0.25,0.741935484,9.888888889,1,7.333333333,26.6,46.33333333,9.222222222,2,1.333333333,5.81773399,4.8,4.980392157,12.48275862,16.7,10.95,0,0.641025641,0,0,0,0,0,0
North Dakota,5.275862069,0.5,4.5,4.5,11,12,0,5.714285714,2,0,0,0,0,0,0,1,4.75,0,4.5,3.333333333,7,3,0,6,3.666666667,0,1,2,0,0,0,0,6.75,1,7,13,11,0,0,6.571428571,0,0,0,0,0,0
Ohio,3.427816901,1.722222222,4.112244898,6.726315789,8.514705882,9.459459459,0.076923077,0.251046025,4.466666667,2,1.833333333,22,4.5,16,0,0.5,2.875,1.666666667,3.289473684,4.682926829,6.538461538,7.1875,0.2,0.260273973,6.630434783,1.333333333,7,8.727272727,13.42857143,17.66666667,1,1,3.267558528,2,4.533333333,7.833333333,9.580645161,9.764705882,0.142857143,0.184210526,0,0,0,0,0,0
Oklahoma,2.517412935,0.727272727,1.779661017,3.657894737,4.470588235,2.952380952,0,1.555555556,3.5,0,0,1,0,0,0,0,1.957746479,0.333333333,0.88,3.6,2.823529412,2.625,0,1.875,4.666666667,1,3.833333333,12.5,6.666666667,6,0,3.333333333,2.509090909,0.833333333,2.071428571,3.08,5.642857143,2.916666667,0,1.28,0,0,0,0,0,0
Oregon,3.353383459,1.166666667,5.2,7.136363636,9.666666667,4.5,0,0.016666667,2.5,0,1,0,0,0,0,0,2.608695652,0.5,3.666666667,4.888888889,6.6,2.666666667,0,0,4,0,6.333333333,5.666666667,10,1.666666667,0,0.25,3.728571429,0,6.416666667,9.4,12.4,11,0,0.048780488,0,0,0,0,0,0
Pennsylvania,5.873626374,2.8,4.714285714,8.856060606,10.20833333,11.33333333,2,3.198312236,6.736842105,0,2.714285714,7.75,5.333333333,0,0,16.5,5.36329588,2.222222222,4.21875,9.688888889,8.972222222,8.62962963,1,2.78313253,10.30555556,0,8.933333333,9.789473684,23.25,16.625,0,6,5.335135135,2.3125,4.5,8.0625,9.543478261,11.70967742,3,2.784615385,0,0,0,0,0,0
Puerto Rico,4.989130435,1.714285714,3.243243243,9.8,18.42857143,3.8,1,0.8,4.5,0,1,5,0,0,0,0,3.967741935,1.333333333,2.357142857,8.8,22,1.333333333,0,1.333333333,4.5,1,6.666666667,12.5,4.5,0.5,0,0.5,5.808510638,2.333333333,3.473684211,10.16666667,24.33333333,0,0,0.6,0,0,0,0,0,0
Rhode Island,8.333333333,0,64,13.16666667,35,43,0,1.086956522,0,0,0,0,0,0,0,0,7.75,0,17,13,0,0,0,1.111111111,19.5,0,0,0,0,4,0,1,7.105263158,0,0,10,18,0,0,0.846153846,0,0,0,0,0,0
South Carolina,6.717821782,1.818181818,6.557692308,11.82926829,15.4,16.84615385,0.5,0.482758621,9.25,1,3.5,0,11,0,0,0,5,2,4.19047619,8.2,11.14285714,12,0,0.470588235,18.42857143,0,14.6,49.5,14.2,36,0,4,6.234782609,1,7.208333333,10.5,18.75,16.28571429,0,0.3,0,0,0,0,0,0
South Dakota,6.209302326,2.5,5.2,16.5,20.25,64,0,0.181818182,6,1,0,0,0,0,0,0,6.4,0,3,9.5,16,22,0,1,5.8,0,8,9,8,0,0,0.5,6.181818182,2,6.75,36,41,0,0,0,0,0,0,0,0,0
Tennessee,5.364820847,2.166666667,3.827160494,7.720588235,8.339622642,11.81481481,1,1.9375,4.888888889,0,2.333333333,9,0,2.5,0,4,4.919191919,2.333333333,3.032258065,7.6,7.555555556,7.25,0,2.266666667,9.266666667,0,3.307692308,12.85714286,16.6,18.33333333,0,11,4.958579882,2,4.882352941,6.794871795,7.033333333,17.2,0.5,1.391304348,0,0,0,0,0,0
Texas,5.725670498,2.74,6.193181818,11.23305085,15.37142857,11.98113208,0.428571429,0.22310757,5.52173913,1.333333333,5,19.33333333,11.5,9,0,0.333333333,4.594202899,2.75,4.319587629,7.292134831,10.72,9.105263158,0,0.165289256,9.478991597,6,8.1,16.91666667,21.875,15.45454545,3,0.484848485,5.761014686,2.407407407,7.198473282,12.81666667,17.26388889,13.38181818,0,0.216374269,0,0,0,0,0,0
Utah,2.5,0.642857143,3.5,4.789473684,8.636363636,3.083333333,0,0.02173913,2.333333333,0,0,0,0,0,0,0,2.469387755,1.666666667,2.75,4.625,4.666666667,6,0,0.058823529,3.9,0,0,6,6.5,1.5,0,0,2.318181818,0.2,3.285714286,4.555555556,17.33333333,2.142857143,0,0.086956522,0,0,0,0,0,0
Vermont,2.083333333,0,3.333333333,4.75,2.75,0,0,0.153846154,0,0,0,1,0,0,0,0,1.75,0,1.5,4,1.333333333,0,0,0,3,0,0,0,0,0,0,0,2.357142857,0,6,7,7,0,0,0.2,0,0,0,0,0,0
Virginia,7,3,8.06122449,10.49090909,13,12.95833333,0,5.248447205,10.875,0,0,4.25,9.5,0,0,16,5.361344538,2,6.6875,8.105263158,8.615384615,11.25,0.5,3.927272727,11.47368421,2,7,13.5,39.5,15.33333333,0,14.27272727,6.965909091,5.25,8.913043478,12.41666667,13.6875,12.76923077,0.333333333,4.731182796,0,0,0,0,0,0
Washington,5.192592593,3.7,6.084745763,7.392857143,17.95238095,9.652173913,0.666666667,0.020408163,4,0,1.8,8,5,0,0,0,4.923913043,4,4,5.863636364,35,7.666666667,0,0,10.23529412,0,18.66666667,24.5,19,9,0,0.285714286,4.879194631,2.333333333,7.461538462,7.333333333,15.33333333,10.81818182,0,0,0,0,0,0,0,0
West Virginia,3.802469136,2,2.52173913,3.954545455,10,6.2,0,2,10,0,0,0,0,0,0,0,3.529411765,0,1.636363636,3.375,10.75,6.25,0,1.833333333,4.25,0,6,5.5,3.333333333,4.5,0,0,3.789473684,3,2.818181818,3.583333333,17.5,9.333333333,0,1.888888889,0,0,0,0,0,0
Wisconsin,3.480769231,1.666666667,4.564516129,6.637931034,10.93939394,9.322580645,0.444444444,0.064102564,2.727272727,0,3.5,5,8,3.5,0,0,2.744525547,1.8,2.548387097,5.25,7.785714286,6.133333333,0.2,0.085106383,5.142857143,2.5,6.875,12.8,11.2,7.833333333,0,0.333333333,3.706896552,1.25,6.761904762,6.64516129,14.46153846,17.875,1,0.011111111,0,0,0,0,0,0
Wyoming,4.230769231,0.666666667,3.571428571,6.6,37,16,0,0,0,0,0,0,0,0,0,0,4,0,2.333333333,7.5,9,0,0,0,2.2,0,2,2,0,0,0,0,5.454545455,0.5,5,8,0,9,0,0,0,0,0,0,0,0
