State,ABO_0,ABO_1,ABO_2,ABO_3,ABO_4,ABO_5,ABO_6,ABO_NR,AB_0,AB_1,AB_2,AB_3,AB_4,AB_5,AB_6,AB_NR,A_0,A_1,A_2,A_3,A_4,A_5,A_6,A_NR,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_NR,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_NR,U_0,U_1,U_2,U_3,U_6,U_NR
Georgia,9.270783848,2.608695652,10.8313253,18.828125,25.40909091,17.61764706,11,1.488372093,11.66666667,1,9.333333333,21.5,0,8,0,4.333333333,8.12295082,2,7.666666667,17.5,37,11.06666667,0,1.222222222,13.49090909,4.333333333,10.375,24,30.14285714,23.8,0,2.571428571,8.75,2.8,13.45945946,17.85294118,19.79310345,26.36363636,7,1.381818182,0,0,0,0,0,0
Hawaii,9.619047619,4.75,7.714285714,31,21.28571429,25.5,1,3.136363636,4.4,0,2,6,0,3,0,0,12.6875,7,13.25,19.66666667,27,0,0,4.166666667,17.625,7,8.4,0,27,0,0,16,7.058823529,2.5,6.777777778,37.5,15.25,23,0,1.8,0,0,0,0,0,0
Idaho,3.230769231,1.5,4.384615385,6,8,3.555555556,0,0.217391304,2,0,0,0,0,0,0,0,2.413793103,1,1.666666667,7.75,5.333333333,3.25,0,0.1,5.25,0,0,5,0,1,0,1,3.774193548,0,5.714285714,6,8,4.5,0,0.181818182,0,0,0,0,0,0
Illinois,6.917627677,3.4,7.697478992,11.28318584,13.66666667,14.39344262,4.571428571,1.410377358,10.90909091,2,8,17,11,40,0,2,5.469483568,2,5.404255319,8.642857143,11.08,8.923076923,0,1.412698413,8.727272727,6.5,6.68,13.85714286,15.7,47,4,2.318181818,7.326797386,4.714285714,10.70454545,12.43636364,14.97368421,15,4.8,1.246031746,0,0,0,0,0,0
Indiana,4.301003344,0.333333333,1.557377049,2.741935484,5.15625,4.814814815,5,8.613861386,9.5,0,3,4,4,0,0,0,4.054545455,0.333333333,2.470588235,2.260869565,7.285714286,3,1,7.238095238,6.24137931,0.5,2.333333333,2.857142857,1,11.5,0,33.75,3.980769231,0.333333333,0.972972973,3.032258065,6.375,5.636363636,0,7.4,0,0,0,0,0,0
Iowa,2.81294964,0.75,3.833333333,5.444444444,5.647058824,11.42857143,0,0.125,16,0,0,9,0,0,0,0,2.692307692,0,3.636363636,5.75,3.666666667,8.666666667,0,0.25,7.666666667,0,13,8,11,0,0,0.5,2.3625,0.428571429,3.083333333,4.75,7,10.75,0,0.088235294,0,0,0,0,0,0
Kansas,2.901515152,0.25,0.56097561,0.866666667,1.375,0.916666667,0,13.41666667,2,0,1,0,0,0,0,0,3.3,0.5,0.333333333,1.714285714,2.2,0.285714286,0,18.5,5,0,1.5,3,0,1,0,19,2.49382716,0.2,0.576923077,0.523809524,1.1,3.333333333,0,10.5625,0,0,0,0,0,0
Kentucky,3.860294118,1.5,3,4.518518519,7.882352941,2.8,0,6.763157895,4,0,0,0,0,0,0,4,4.761904762,2.5,5.25,4.090909091,7.285714286,5,0,9.545454545,4.277777778,0,1.833333333,3.333333333,8,5,0,24,3.243243243,0.5,2.210526316,6.333333333,8.428571429,1.7,0,4.96,0,0,0,0,0,0
Louisiana,7.09569378,3.666666667,6,8.625,13.32258065,15.38888889,0,0.590909091,29,1,0,0,18,0,0,0,4.974025974,3.666666667,4.176470588,4.576923077,9.076923077,11.33333333,0,0.75,12.04545455,5,15.5,17.8,13.2,11.25,0,3,7.194444444,4,5.233333333,10.24,17.58333333,19.875,0,0.24137931,0,0,0,0,0,0
Maine,2.126984127,0,3.8,5.428571429,10.33333333,2.166666667,0,0.444444444,3,0,0,0,0,0,0,0,2.136363636,0,2.2,6,8,2,0,0.363636364,2.8,0,4,4,0,0,0,1,2,0,5.25,5.5,14,1.5,0,0.428571429,0,0,0,0,0,0
Maryland,7.070987654,5.1,8.133333333,10.09090909,14.41025641,13.71875,0.8,3.607142857,6.8,1.5,4.5,17,0,5,0,11,5.679245283,7,6.75,6.038461538,9.125,9.454545455,0.666666667,4.5,9.282608696,4.5,38.5,16,11.22222222,12.57142857,0,4.235294118,7.37037037,6.25,7.588235294,11.6,21.42857143,19.75,1,2.954545455,0,0,0,0,0,0
Massachusetts,6.909090909,34,7.236363636,7.459016393,11.80645161,13.05555556,4,4.680672269,18.33333333,0,0,11,0,0,0,8.5,6.04040404,9,4.727272727,4.428571429,8.5,12,0,6.555555556,10.55555556,0,11.33333333,7.875,16,12,0,11,6.611464968,0,7.962962963,10.70833333,13.14285714,13.77777778,1,3.353658537,0,0,0,0,0,0
Michigan,6.008547009,1.764705882,4.893617021,7.436781609,9.15625,11.15,3,4.725609756,4.1875,0,4,2.8,6.333333333,10,0,3.5,5.017647059,1.375,3.026315789,6.566666667,6.206896552,7.473684211,1,5.844444444,10.92682927,2.5,11.375,12,11.85714286,23.66666667,0,9.818181818,5.991701245,2,5.441860465,7.627906977,12.16,13.11764706,0,3.745283019,0,0,0,0,0,0
Minnesota,6.860557769,9.125,11.84615385,11.975,13.96153846,24.92307692,0,0.312,17.33333333,0,0,6.5,14,0,0,0,7.392405063,5,13.63636364,12.66666667,14.33333333,23.2,0,0.459459459,12.2173913,0,10.625,20.75,0,22,0,0.555555556,5.51369863,9.666666667,10.65,10.5,10.5,25.83333333,0,0.202531646,0,0,0,0,0,0
Mississippi,8.018181818,1.3,4.785714286,8.409090909,21.66666667,12.27272727,1,16.37931034,14.5,0,0,6,0,0,0,11,7.896551724,6,3.181818182,7.714285714,27.5,9,0,25,16,0,9,14,41,0,0,90,6.588235294,1,4.642857143,8.083333333,15.33333333,8.625,0,11.31818182,0,0,0,0,0,0
Missouri,3.97037037,0.533333333,2.093333333,4.21875,5.606060606,5.52173913,1,7.137931034,1.307692308,0,0.428571429,4,0.5,3,0,8,3.813186813,0.333333333,1.870967742,3.458333333,9.5,3.416666667,0,12.72727273,5.655172414,3,4.833333333,5.285714286,7,2.4,0,12.2,3.97080292,0.428571429,2.161290323,4.5625,4.6,14.2,2,5,0,0,0,0,0,0
Montana,4.055555556,0,9.75,5.3,9.75,8,0,0.384615385,0,0,0,0,0,0,0,0,4.384615385,1,7.5,3.6,18,5,0,0.666666667,4.5,1,0,0,0,0,0,1,3.619047619,0,9.5,6.4,5.333333333,9,0,0.222222222,0,0,0,0,0,0
Nebraska,1.927835052,1.5,1.136363636,3.933333333,4.5,7.714285714,0.5,0,1,0,0,0,0,0,0,0,1.909090909,0,1.2,6.25,4.4,2.166666667,0,0,2.777777778,0,1,4,8,0,0,0,1.830188679,6,1.25,2.777777778,3.833333333,34,1,0.043478261,0,0,0,0,0,0
Nevada,2.678832117,1.833333333,2.282051282,3.970588235,5.631578947,2.692307692,0,0.576923077,0.5,0,0,0,0,0,0,0,2.5,0,1.470588235,3.5,6.166666667,3.25,0,0.428571429,5.142857143,0,10.5,8,5.5,1.5,0,1.5,2.549295775,2.333333333,2.529411765,3.052631579,5.181818182,4.75,0,0.529411765,0,0,0,0,0,0
New Hampshire,2.970149254,3,4.363636364,6,3.6,5.333333333,0,1.193548387,3,0,0,0,0,0,0,0,3.08,0,8,11.5,4,3.5,0,1.071428571,8.333333333,0,8,5,5,0,0,0,2.473684211,3,3.428571429,4,3,6.5,0,1,0,0,0,0,0,0
New Jersey,6.182897862,4.6,7.463414634,14.27118644,16.67567568,14.64,0.6,3.02955665,6.571428571,0,8,6,11,0,0,4.2,5.819672131,4.75,5.714285714,15.0625,14.58333333,6.714285714,1,3.510638298,13.36111111,0,11.45454545,36.5,26,37.5,0,8.142857143,5.301204819,3.166666667,7.55,12.31428571,16.63157895,19.88888889,0.666666667,2.299270073,0,0,0,0,0,0
New Mexico,6.727272727,1.8,6.090909091,11.25,28,15.66666667,0,0.32,10,0,3,0,0,0,0,0,8.8125,0,6.142857143,22.5,26,7,0,0.25,6.375,0,5.666666667,11,0,0,0,0,6.076923077,1.6,6.454545455,9.166666667,25.5,17.5,0,0.333333333,0,0,0,0,0,0
New York,10.3826458,10.76470588,15.00724638,21.56880734,24.30769231,37.64516129,4,1.261904762,8.038461538,0,9.833333333,13.4,25.5,11.66666667,0,1.8,8.739130435,8.833333333,12.92682927,15.30232558,24.55555556,21,2.5,1.245098039,18.32432432,17,17.76190476,34.61538462,48.33333333,0,0,2.9375,9.983914209,10.22222222,15.84285714,24.5,20.43589744,49.33333333,3.666666667,0.963541667,0,0,0,0,0,0
North Carolina,6.478873239,2.4,5.351648352,9.539473684,19.77142857,15.33333333,1.666666667,0.796296296,5.333333333,0,1.5,24,0,0,0,1,5.168,2,4.235294118,7.714285714,12.66666667,11.88888889,0,0.657142857,11.05,4,10.44444444,12.4,28.2,80,3,1.538461538,6.449438202,2.1,5.925,9.756756757,23.26666667,12.64705882,0.5,0.701754386,0,0,0,0,0,0
North Dakota,3.911764706,0,3.2,3,7,3.333333333,0,4.642857143,0,0,0,0,0,0,0,0,3.818181818,0,3,3.5,9,1,0,5.25,2.75,0,0,1,0,2,0,3,3.947368421,0,2.666666667,3.75,5,0,0,4.222222222,0,0,0,0,0,0
Ohio,3.709090909,1.458333333,3.946902655,5.972222222,10.55172414,8.466666667,0.2,0.314720812,4.055555556,0.5,3.8,5.666666667,5.5,8,0,0.5,3.314136126,2,3.209302326,4.545454545,10.27777778,9.833333333,0.5,0.328125,5.298245614,1.25,4.071428571,7.384615385,21.2,6.857142857,1,0.923076923,3.633802817,1.3,4.549019608,6.916666667,9.64516129,8.291666667,0.5,0.237288136,0,0,0,0,0,0
Oklahoma,2.601010101,2.5,2.017241379,2.452830189,4.259259259,3.444444444,0,2.702702703,1.142857143,0,3,0.666666667,2,1,0,0,2.253731343,4,1.476190476,2.470588235,2.769230769,2.8,0,2.8,3.318181818,2,11,1.888888889,4,1.333333333,0,16,2.774509804,2,1.794117647,2.875,6.5,6.5,0,2.24,0,0,0,0,0,0
Oregon,3.637096774,1.4,5.24,7.318181818,7.466666667,2.625,0,0,2.25,0,0.5,5,0,1,0,0,2.361702128,1,2.75,4.25,4.714285714,2.5,0,0,12.83333333,0,27,22,0,3.5,0,1,3.791044776,2,7,8.333333333,7,2.666666667,0,0.038461538,0,0,0,0,0,0
Pennsylvania,5.751714678,1.8,5.598684211,8.776119403,13.76056338,8.522727273,1.833333333,2.769547325,7.625,1,7.333333333,5.333333333,0,6.666666667,0,8.666666667,5.2,1.769230769,5.070175439,8.872340426,11.18518519,7.433333333,1.5,2.321428571,9.824324324,1.5,7.45,13.61538462,13.92307692,12.90909091,2,11.8,5.255936675,2,5.430555556,8.088235294,14.96774194,8.295454545,2,2.287671233,0,0,0,0,0,0
Puerto Rico,4.563106796,1.833333333,3.027777778,6.303030303,14.88888889,3.777777778,1,0.888888889,3.333333333,0,0,1.5,4,0,0,0,4,2.5,2.083333333,5.727272727,13.25,2,0,1.5,6.666666667,1,7,14,4.5,0,0,1,4.666666667,1.666666667,2.904761905,6.333333333,34,4.25,0,0.666666667,0,0,0,0,0,0
Rhode Island,7.903225806,5,10.66666667,9.375,29,20.5,0,1.333333333,0,0,0,0,0,0,0,0,8.2,0,5.25,21,11,0,0,0.666666667,37,0,0,0,0,2,0,0,6,4,13.5,5.857142857,0,20,0,0.888888889,0,0,0,0,0,0
South Carolina,5.979899497,1.4,6.29787234,11.55263158,16.71428571,11.22222222,0,0.45,4.571428571,0,4.5,0,4.5,4.5,0,3,5.403508772,3,5.133333333,11,10.71428571,7.285714286,0,0.4,11.84210526,1.666666667,11,24,16.75,15.5,0,6,5.387931034,0.777777778,6.2,9.25,25,15.85714286,0,0.279069767,0,0,0,0,0,0
South Dakota,7.848484848,3,4.083333333,20.33333333,78,24,0,0.25,2,1,0,1,0,0,0,0,7.916666667,0,3.2,0,36,6.666666667,0,1.333333333,6.25,0,5,8,0,0,0,1,9,0,4.666666667,36,0,0,0,0,0,0,0,0,0,0
Tennessee,4.990353698,1.1,3.721518987,6.269230769,13.06451613,11.16,1,2.459459459,4.875,0,6,4.25,12,0,0,4,4.090909091,1.111111111,3.310344828,5.518518519,7.05,7.9,0,2.125,14,1,5.5,21.5,0,16.33333333,0,11,4.613496933,1.222222222,3.609756098,5.511627907,17.8,12.33333333,1.5,2.043478261,0,0,0,0,0,0
Texas,6.427447552,2.462962963,7.203463203,12.20952381,19.00917431,15.44186047,0.444444444,0.451685393,3.607142857,0,3.5,3.9,6.333333333,4.75,0,0.666666667,5.417827298,2.1,6.012820513,10.07692308,13.02564103,10.63888889,0,0.382608696,10.35643564,5.2,7.4,16.9047619,44.75,22.28571429,0,0.866666667,6.495426829,2.103448276,8.217391304,13.28947368,20.11864407,19.74358974,0,0.434343434,0,0,0,0,0,0
Utah,2.470149254,0.5,3.285714286,3.826086957,6.5625,6.571428571,0,0.019230769,2,0,2,0,2,0,0,0,2.755555556,1,2.727272727,4.333333333,5.5,5.25,0,0.071428571,5.857142857,2,10,10,15,0,0,0,2.025316456,0.2,3.333333333,2.923076923,6.875,6.333333333,0,0.057142857,0,0,0,0,0,0
Vermont,2.611111111,0,0,4.75,4.5,10,0,0.181818182,0,0,0,0,0,0,0,0,2.6,0,0,4,0,3,0,0.333333333,1.333333333,0,0,2,0,0,0,0,2.9,0,0,7,6,0,0,0.142857143,0,0,0,0,0,0
Virginia,6.761235955,3.384615385,5.942028986,7.934210526,13.51428571,13.45833333,0,6.051851852,9.625,1,0,4.25,22,8,0,26,6.185185185,3.4,3.64516129,8,11.27272727,12.625,0,7.25,10.15909091,3,5.142857143,17,14.5,13.66666667,0,13.33333333,6.198979592,4,8.916666667,6.76744186,14.11764706,14.41666667,0,4.553191489,0,0,0,0,0,0
Washington,6.155844156,5.666666667,7.192307692,9,11.63636364,11.77777778,1,0.04109589,10,0,0,8.5,13,0,0,0,5.5,6.5,5.789473684,6.55,9.5,8.625,0,0.052631579,8,3,12.4,9.5,13.66666667,22,0,0.571428571,6.090909091,5.666666667,6.785714286,11.35,13.13333333,12.66666667,2,0,0,0,0,0,0,0
West Virginia,3.224719101,3,2.952380952,3.4,18.2,3.785714286,1,1.136363636,2.5,0,3,3,2,0,0,0,3.35483871,1,3.833333333,2,20,3.285714286,1,1.5,2.9,0,2,2.6,0,0,0,1,3.272727273,0,2.727272727,5.75,20,3.857142857,0,1.0625,0,0,0,0,0,0
Wisconsin,4.161073826,2,4.633333333,8.347826087,9.888888889,11.88,1.333333333,0.112068966,3.181818182,0,1.25,11,2,15,0,0,3.514285714,2,4.263157895,6.666666667,8.333333333,6.846153846,0,0.131578947,7.5,3,6.714285714,17,11,17,0,0.714285714,4.108974359,1.75,4.833333333,8.416666667,12.1875,17.75,4,0.043478261,0,0,0,0,0,0
Wyoming,3.205882353,1,2.9,4.714285714,11.66666667,15,0,0,0,0,0,0,0,0,0,0,3.272727273,0,2.25,11,11,6,0,0,12,0,0,5,0,0,0,0,2.904761905,1,2.833333333,4.25,10.5,0,0,0,0,0,0,0,0,0
