State,ABO_0,ABO_1,ABO_2,ABO_3,ABO_4,ABO_5,ABO_6,ABO_NR,AB_0,AB_1,AB_2,AB_3,AB_4,AB_5,AB_6,AB_NR,A_0,A_1,A_2,A_3,A_4,A_5,A_6,A_NR,B_0,B_1,B_2,B_3,B_4,B_5,B_6,B_NR,O_0,O_1,O_2,O_3,O_4,O_5,O_6,O_NR,U_0,U_1,U_2,U_3,U_6,U_NR
Rhode Island,12.4,0,17,23.5,69,46,0,2.666666667,13,0,0,0,0,0,0,2,11.71428571,0,13,10.5,23,0,0,3.333333333,0,0,0,0,0,0,0,0,10.17647059,0,13,26.5,0,28,0,2.090909091,0,0,0,0,0,0
South Carolina,8.8,2.857142857,9.057142857,15.5483871,14.46428571,14.31578947,2,0.522727273,37,0,0,8,0,0,0,0,6.120689655,2,4.235294118,13.44444444,6.428571429,9.857142857,0,0.75,15.33333333,0,63,16.16666667,26.66666667,23,0,0.8,8.909090909,1.75,10.29411765,17.06666667,20.09090909,14.9,0,0.387096774,0,0,0,0,0,0
South Dakota,9.275862069,5,11.2,31.5,39.5,65,0,0.055555556,8,0,0,0,2,0,0,0,13,0,8,20,27,0,0,0.333333333,9.333333333,0,6,0,0,0,0,0,7.888888889,2,16,35,0,33,0,0,0,0,0,0,0,0
Tennessee,7.276679842,2.111111111,5.491803279,10.10909091,14.61111111,15.41666667,0.25,1.4375,3.3,0,1.666666667,11,3,3.5,0,2,7.521126761,0.75,5.684210526,8.166666667,19,20.2,0,1.9375,9.088235294,6,5,7.909090909,19.2,24.66666667,0,3,6.992753623,2.5,5.9,12.44,13.45,13.42857143,0.5,1.093023256,0,0,0,0,0,0
Texas,8.707608696,4.029411765,10.71875,16.36842105,20.54782609,17.11267606,0.714285714,0.113259669,9,0,10.33333333,10,15,19,0,0.666666667,6.377419355,2.533333333,5.438356164,11.72881356,15.15,10.10714286,0.5,0.10989011,16.10666667,12.5,21.58333333,23.05555556,30.5,22.625,0,0.304347826,9.021235521,4.625,14.27777778,18.54545455,22.43333333,21.52941176,0.666666667,0.089795918,0,0,0,0,0,0
Utah,2.721311475,2.25,3.115384615,2.928571429,11.88888889,6.25,0,0.065217391,1.25,0,0.5,0,0,1,0,0,3.108108108,0,3.25,3.625,13.33333333,4.75,0,0.1,2.75,3,1.5,2.6,11,0,0,0.333333333,2.584615385,0,4.5,2.6,10.8,7.666666667,0,0.03125,0,0,0,0,0,0
Vermont,4.166666667,1,7,6.8,7,12,0,0,0,0,0,0,0,0,0,0,3.5,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,5.333333333,3.5,8,0,0,0,0,0,0,0,0
Virginia,7.925081433,5.4,8.234042553,14.61538462,13.05714286,10.11111111,2.666666667,5.167883212,7.181818182,0,4.333333333,9.5,3,0,0,25,6.367924528,6.5,7.733333333,7.8,22,5.2,0,4.139534884,9.170731707,2.333333333,11.6,17.66666667,21.33333333,7.833333333,0,6.588235294,8.744966443,6.4,8.333333333,26.27272727,11.71428571,20.5,3.5,5.171052632,0,0,0,0,0,0
Washington,5.916299559,6.5,6.150943396,9.391304348,19.64705882,7.592592593,1.5,0.092105263,5.571428571,0,4.5,2.2,0,0,0,0,5.6375,5.666666667,6.571428571,7.5,16.14285714,6.25,0,0.083333333,6.576923077,3,6.666666667,6.857142857,30,6,0,0.666666667,5.98245614,8.5,5.892857143,15.92857143,20.11111111,9.4,0.5,0.040816327,0,0,0,0,0,0
West Virginia,4.428571429,1,4.909090909,5.411764706,8.777777778,9.714285714,0,1.043478261,9,0,0,0,0,0,0,1,5,1,2.571428571,3.875,19,15,0,1.6,8.25,0,6,9,4,0,0,2,3.575,0,9,6.25,5.833333333,4.8,0,0.8125,0,0,0,0,0,0
Wisconsin,5.079681275,3.833333333,7.973684211,8.020833333,17.5,9.615384615,1,0.035714286,6.833333333,0,8,12,13,4,0,0,4.563218391,1.75,6.5625,6.588235294,12.125,12,0,0.028571429,8.037037037,5,13.75,6.2,35,16.5,0,0.285714286,4.732824427,11,7.941176471,9.95,18.88888889,8.333333333,0,0.014492754,0,0,0,0,0,0
Wyoming,5.631578947,1,4.75,12.33333333,0,8,0,0,0,0,0,0,0,0,0,0,5.125,0,5,8,0,4,0,0,11,0,0,0,0,0,0,0,5.4,2,4,17,0,9,0,0,0,0,0,0,0,0
